ID,Prob1
219, 0.44
220, 0.29
221, 0.24
222, 0.15
223, 0.58
224, 0.49
225, 0.25
226, 0.40
227, 0.40
228, 0.53
229, 0.08
230, 0.27
231, 0.66
232, 0.54
233, 0.26
234, 0.27
235, 0.43
236, 0.23
237, 0.42
238, 0.67
239, 0.38
240, 0.39
241, 0.21
242, 0.25
243, 0.20
244, 0.29
245, 0.18
246, 0.25
247, 0.70
248, 0.48
249, 0.23
250, 0.87
251, 0.37
252, 0.15
253, 0.15
254, 0.39
255, 0.11
256, 0.55
257, 0.17
258, 0.85
259, 0.23
260, 0.74
261, 0.30
262, 0.25
263, 0.18
264, 0.24
265, 0.26
266, 0.12
267, 0.44
268, 0.29
269, 0.44
270, 0.17
271, 0.10
272, 0.28
273, 0.32
274, 0.59
275, 0.29
276, 0.74
277, 0.86
278, 0.31
279, 0.31
280, 0.75
281, 0.19
282, 0.18
283, 0.38
284, 0.16
285, 0.56
286, 0.56
287, 0.41
288, 0.14
289, 0.43
290, 0.19
291, 0.30
292, 0.25
293, 0.40
294, 0.22
295, 0.12
296, 0.34
297, 0.17
298, 0.42
299, 0.81
300, 0.29
301, 0.34
302, 0.53
303, 0.48
304, 0.17
305, 0.45
306, 0.38
307, 0.32
308, 0.18
309, 0.76
310, 0.39
311, 0.22
312, 0.38
313, 0.15
314, 0.65
315, 0.35
316, 0.06
317, 0.52
318, 0.33
319, 0.43
320, 0.28
321, 0.42
322, 0.32
323, 0.44
324, 0.27
325, 0.32
326, 0.36
327, 0.45
328, 0.39
329, 0.24
330, 0.17
331, 0.49
332, 0.50
333, 0.42
334, 0.47
335, 0.19
336, 0.45
337, 0.86
338, 0.29
339, 0.27
340, 0.43
341, 0.23
342, 0.11
343, 0.16
344, 0.34
345, 0.58
346, 0.58
347, 0.08
348, 0.13
349, 0.43
350, 0.19
351, 0.42
352, 0.24
353, 0.45
354, 0.32
355, 0.22
356, 0.16
357, 0.49
358, 0.42
359, 0.24
360, 0.29
361, 0.10
362, 0.33
363, 0.53
364, 0.32
365, 0.74
366, 0.27
367, 0.41
368, 0.32
369, 0.51
370, 0.21
371, 0.26
372, 0.33
373, 0.25
374, 0.46
375, 0.22
376, 0.58
377, 0.16
378, 0.56
379, 0.27
380, 0.49
381, 0.35
382, 0.44
383, 0.74
384, 0.39
385, 0.37
386, 0.33
387, 0.39
388, 0.24
389, 0.30
390, 0.19
391, 0.24
392, 0.62
393, 0.29
394, 0.47
395, 0.36
396, 0.63
397, 0.21
398, 0.27
399, 0.81
400, 0.37
401, 0.44
402, 0.09
403, 0.14
404, 0.59
405, 0.23
406, 0.48
407, 0.32
408, 0.24
409, 0.32
410, 0.14
411, 0.46
412, 0.35
413, 0.34
414, 0.22
415, 0.30
416, 0.35
417, 0.22
418, 0.20
419, 0.53
420, 0.45
421, 0.33
422, 0.41
423, 0.23
424, 0.32
425, 0.45
426, 0.19
427, 0.35
428, 0.25
429, 0.11
430, 0.39
431, 0.64
432, 0.14
433, 0.24
434, 0.48
435, 0.27
436, 0.57
437, 0.61
438, 0.39
439, 0.16
440, 0.43
441, 0.27
442, 0.69
443, 0.34
444, 0.18
445, 0.25
446, 0.55
447, 0.17
448, 0.81
449, 0.26
450, 0.33
451, 0.68
452, 0.64
453, 0.47
454, 0.37
455, 0.20
456, 0.69
457, 0.38
458, 0.59
459, 0.31
460, 0.55
461, 0.19
462, 0.24
463, 0.23
464, 0.23
465, 0.08
466, 0.26
467, 0.38
468, 0.26
469, 0.32
470, 0.46
471, 0.40
472, 0.30
473, 0.38
474, 0.34
475, 0.36
476, 0.22
477, 0.22
478, 0.41
479, 0.25
480, 0.26
481, 0.23
482, 0.46
483, 0.48
484, 0.19
485, 0.80
486, 0.62
487, 0.67
488, 0.51
489, 0.59
490, 0.22
491, 0.25
492, 0.16
493, 0.22
494, 0.51
495, 0.44
496, 0.82
497, 0.62
498, 0.86
499, 0.51
500, 0.34
501, 0.25
502, 0.35
503, 0.22
504, 0.53
505, 0.20
506, 0.47
507, 0.16
508, 0.22
509, 0.34
510, 0.44
511, 0.24
512, 0.19
513, 0.10
514, 0.33
515, 0.59
516, 0.12
517, 0.41
518, 0.41
519, 0.84
520, 0.55
521, 0.30
522, 0.29
523, 0.53
524, 0.25
525, 0.62
526, 0.25
527, 0.35
528, 0.50
529, 0.30
530, 0.18
531, 0.41
532, 0.34
533, 0.23
534, 0.75
535, 0.67
536, 0.37
537, 0.21
538, 0.27
539, 0.49
540, 0.14
541, 0.09
542, 0.68
543, 0.41
544, 0.24
545, 0.52
546, 0.47
547, 0.16
548, 0.66
549, 0.14
550, 0.51
551, 0.28
552, 0.71
553, 0.24
554, 0.31
555, 0.11
556, 0.25
557, 0.17
558, 0.43
559, 0.23
560, 0.30
561, 0.30
562, 0.16
563, 0.29
564, 0.34
565, 0.34
566, 0.16
567, 0.48
568, 0.32
569, 0.24
570, 0.39
571, 0.14
572, 0.24
573, 0.41
574, 0.40
575, 0.29
576, 0.21
577, 0.57
578, 0.31
579, 0.39
580, 0.56
581, 0.21
582, 0.59
583, 0.32
584, 0.21
585, 0.24
586, 0.68
587, 0.50
588, 0.22
589, 0.83
590, 0.15
591, 0.15
592, 0.71
593, 0.45
594, 0.33
595, 0.47
596, 0.44
597, 0.33
598, 0.26
599, 0.28
600, 0.50
601, 0.24
602, 0.25
603, 0.56
604, 0.13
605, 0.16
606, 0.52
607, 0.13
608, 0.44
609, 0.40
610, 0.40
611, 0.56
612, 0.52
613, 0.45
614, 0.38
615, 0.11
616, 0.35
617, 0.31
618, 0.17
619, 0.34
620, 0.49
621, 0.59
622, 0.32
623, 0.37
624, 0.21
625, 0.32
626, 0.30
627, 0.16
628, 0.44
629, 0.69
630, 0.47
631, 0.32
632, 0.34
633, 0.25
634, 0.24
635, 0.68
636, 0.43
637, 0.24
638, 0.43
639, 0.38
640, 0.24
641, 0.51
642, 0.54
643, 0.40
644, 0.60
645, 0.24
646, 0.23
647, 0.23
648, 0.27
649, 0.24
650, 0.37
651, 0.28
652, 0.76
653, 0.12
654, 0.20
655, 0.31
656, 0.30
657, 0.67
658, 0.51
659, 0.26
660, 0.76
661, 0.45
662, 0.14
663, 0.15
664, 0.80
665, 0.17
666, 0.14
667, 0.30
668, 0.71
669, 0.18
670, 0.11
671, 0.31
672, 0.25
673, 0.10
674, 0.20
675, 0.65
676, 0.30
677, 0.46
678, 0.29
679, 0.26
680, 0.82
681, 0.26
682, 0.25
683, 0.69
684, 0.31
685, 0.20
686, 0.17
687, 0.26
688, 0.16
689, 0.46
690, 0.56
691, 0.23
692, 0.69
693, 0.57
694, 0.52
695, 0.45
696, 0.33
697, 0.22
698, 0.07
699, 0.23
700, 0.52
701, 0.32
702, 0.22
703, 0.35
704, 0.60
705, 0.47
706, 0.27
707, 0.16
708, 0.22
709, 0.12
710, 0.43
711, 0.84
712, 0.24
713, 0.18
714, 0.25
715, 0.42
716, 0.75
717, 0.33
718, 0.48
719, 0.16
720, 0.53
721, 0.76
722, 0.56
723, 0.46
724, 0.15
725, 0.63
726, 0.16
727, 0.72
728, 0.45
729, 0.36
730, 0.14
731, 0.30
732, 0.21
733, 0.14
734, 0.22
735, 0.37
736, 0.36
737, 0.15
738, 0.80
739, 0.47
740, 0.68
741, 0.72
742, 0.33
743, 0.23
744, 0.69
745, 0.60
746, 0.72
747, 0.54
748, 0.17
749, 0.20
750, 0.19
751, 0.51
752, 0.44
753, 0.07
754, 0.28
755, 0.61
756, 0.42
757, 0.27
758, 0.17
759, 0.37
760, 0.32
761, 0.41
762, 0.51
763, 0.26
764, 0.35
765, 0.33
766, 0.20
767, 0.08
768, 0.29
769, 0.69
770, 0.57
771, 0.13
772, 0.22
773, 0.18
774, 0.35
775, 0.16
776, 0.17
777, 0.10
778, 0.28
779, 0.20
780, 0.80
781, 0.15
782, 0.14
783, 0.26
784, 0.47
785, 0.28
786, 0.39
787, 0.60
788, 0.70
789, 0.18
790, 0.28
791, 0.48
792, 0.34
793, 0.68
794, 0.88
795, 0.34
796, 0.26
797, 0.86
798, 0.63
799, 0.39
800, 0.60
801, 0.36
802, 0.27
803, 0.15
804, 0.38
805, 0.77
806, 0.33
807, 0.26
808, 0.13
809, 0.56
810, 0.26
811, 0.80
812, 0.23
813, 0.34
814, 0.49
815, 0.06
816, 0.26
817, 0.60
818, 0.20
819, 0.34
820, 0.41
821, 0.37
822, 0.22
823, 0.40
824, 0.26
825, 0.27
826, 0.70
827, 0.17
828, 0.34
829, 0.66
830, 0.31
831, 0.24
832, 0.40
833, 0.50
834, 0.40
835, 0.68
836, 0.53
837, 0.15
838, 0.43
839, 0.07
840, 0.34
841, 0.37
842, 0.09
843, 0.57
844, 0.56
845, 0.47
846, 0.35
847, 0.56
848, 0.31
849, 0.74
850, 0.26
851, 0.58
852, 0.51
853, 0.43
854, 0.24
855, 0.33
856, 0.45
857, 0.52
858, 0.14
859, 0.25
860, 0.08
861, 0.09
862, 0.28
863, 0.32
864, 0.41
865, 0.42
866, 0.16
867, 0.38
868, 0.43
869, 0.26
870, 0.76
871, 0.34
872, 0.20
873, 0.46
874, 0.46
875, 0.51
876, 0.54
877, 0.28
878, 0.24
879, 0.19
880, 0.20
881, 0.14
882, 0.25
883, 0.43
884, 0.34
885, 0.23
886, 0.25
887, 0.47
888, 0.44
889, 0.62
890, 0.16
891, 0.40
892, 0.49
893, 0.37
894, 0.46
895, 0.40
896, 0.24
897, 0.22
898, 0.54
899, 0.15
900, 0.77
901, 0.79
902, 0.49
903, 0.34
904, 0.63
905, 0.86
906, 0.54
907, 0.66
908, 0.83
909, 0.46
910, 0.39
911, 0.17
912, 0.13
913, 0.41
914, 0.07
915, 0.33
916, 0.35
917, 0.34
918, 0.24
919, 0.31
920, 0.56
921, 0.47
922, 0.16
923, 0.61
924, 0.68
925, 0.14
926, 0.22
927, 0.40
928, 0.59
929, 0.37
930, 0.21
931, 0.06
932, 0.12
933, 0.37
934, 0.14
935, 0.22
936, 0.24
937, 0.58
938, 0.42
939, 0.68
940, 0.21
941, 0.17
942, 0.82
943, 0.24
944, 0.35
945, 0.10
946, 0.45
947, 0.13
948, 0.26
949, 0.41
950, 0.49
951, 0.66
952, 0.22
953, 0.86
954, 0.27
955, 0.32
956, 0.22
957, 0.07
958, 0.50
959, 0.33
960, 0.43
961, 0.54
962, 0.23
963, 0.34
964, 0.33
965, 0.17
966, 0.74
967, 0.54
968, 0.18
969, 0.37
970, 0.61
971, 0.61
972, 0.43
973, 0.32
974, 0.63
975, 0.63
976, 0.15
977, 0.21
978, 0.28
979, 0.15
980, 0.46
981, 0.47
982, 0.49
983, 0.24
984, 0.19
985, 0.14
986, 0.24
987, 0.34
988, 0.07
989, 0.44
990, 0.12
991, 0.62
992, 0.28
993, 0.37
994, 0.12
995, 0.44
996, 0.54
997, 0.40
998, 0.48
999, 0.16
1000, 0.12
1001, 0.75
1002, 0.52
1003, 0.39
1004, 0.73
1005, 0.19
1006, 0.27
1007, 0.75
1008, 0.18
1009, 0.62
1010, 0.16
1011, 0.73
1012, 0.21
1013, 0.70
1014, 0.49
1015, 0.26
1016, 0.67
1017, 0.58
1018, 0.45
1019, 0.20
1020, 0.48
1021, 0.50
1022, 0.42
1023, 0.93
1024, 0.17
1025, 0.57
1026, 0.30
1027, 0.70
1028, 0.55
1029, 0.52
1030, 0.45
1031, 0.55
1032, 0.23
1033, 0.37
1034, 0.29
1035, 0.52
1036, 0.21
1037, 0.28
1038, 0.41
1039, 0.43
1040, 0.32
1041, 0.52
1042, 0.43
1043, 0.46
1044, 0.53
1045, 0.21
1046, 0.27
1047, 0.18
1048, 0.63
1049, 0.53
1050, 0.10
1051, 0.47
1052, 0.28
1053, 0.13
1054, 0.27
1055, 0.22
1056, 0.35
1057, 0.24
1058, 0.33
1059, 0.30
1060, 0.32
1061, 0.14
1062, 0.31
1063, 0.52
1064, 0.12
1065, 0.50
1066, 0.18
1067, 0.43
1068, 0.38
1069, 0.18
1070, 0.86
1071, 0.42
1072, 0.41
1073, 0.44
1074, 0.27
1075, 0.19
1076, 0.33
1077, 0.26
1078, 0.17
1079, 0.54
1080, 0.23
1081, 0.41
1082, 0.26
1083, 0.46
1084, 0.26
1085, 0.25
1086, 0.07
1087, 0.42
1088, 0.52
1089, 0.51
1090, 0.22
1091, 0.12
1092, 0.27
1093, 0.26
1094, 0.09
1095, 0.38
1096, 0.48
1097, 0.40
1098, 0.30
1099, 0.23
1100, 0.39
1101, 0.24
1102, 0.32
1103, 0.66
1104, 0.52
1105, 0.38
1106, 0.48
1107, 0.11
1108, 0.42
1109, 0.51
1110, 0.50
1111, 0.25
1112, 0.68
1113, 0.33
1114, 0.16
1115, 0.36
1116, 0.47
1117, 0.24
1118, 0.11
1119, 0.34
1120, 0.56
1121, 0.38
1122, 0.29
1123, 0.25
1124, 0.61
1125, 0.23
1126, 0.40
1127, 0.22
1128, 0.31
1129, 0.37
1130, 0.44
1131, 0.37
1132, 0.52
1133, 0.37
1134, 0.50
1135, 0.61
1136, 0.54
1137, 0.21
1138, 0.26
1139, 0.48
1140, 0.40
1141, 0.35
1142, 0.33
1143, 0.32
1144, 0.75
1145, 0.23
1146, 0.17
1147, 0.08
1148, 0.22
1149, 0.51
1150, 0.20
1151, 0.26
1152, 0.36
1153, 0.31
1154, 0.20
1155, 0.30
1156, 0.17
1157, 0.18
1158, 0.48
1159, 0.38
1160, 0.43
1161, 0.11
1162, 0.09
1163, 0.40
1164, 0.23
1165, 0.85
1166, 0.33
1167, 0.20
1168, 0.29
1169, 0.38
1170, 0.19
1171, 0.64
1172, 0.30
1173, 0.67
1174, 0.42
1175, 0.41
1176, 0.81
1177, 0.74
1178, 0.45
1179, 0.25
1180, 0.16
1181, 0.10
1182, 0.12
1183, 0.35
1184, 0.64
1185, 0.60
1186, 0.53
1187, 0.19
1188, 0.44
1189, 0.35
1190, 0.29
1191, 0.34
1192, 0.22
1193, 0.40
1194, 0.55
1195, 0.20
1196, 0.30
1197, 0.22
1198, 0.60
1199, 0.34
1200, 0.51
1201, 0.39
1202, 0.67
1203, 0.68
1204, 0.24
1205, 0.36
1206, 0.37
1207, 0.48
1208, 0.21
1209, 0.81
1210, 0.48
1211, 0.12
1212, 0.54
1213, 0.29
1214, 0.49
1215, 0.45
1216, 0.31
1217, 0.26
1218, 0.33
1219, 0.27
1220, 0.21
1221, 0.20
1222, 0.39
1223, 0.30
1224, 0.12
1225, 0.27
1226, 0.20
1227, 0.29
1228, 0.41
1229, 0.49
1230, 0.29
1231, 0.57
1232, 0.23
1233, 0.60
1234, 0.29
1235, 0.10
1236, 0.27
1237, 0.23
1238, 0.12
1239, 0.71
1240, 0.35
1241, 0.32
1242, 0.81
1243, 0.23
1244, 0.21
1245, 0.47
1246, 0.44
1247, 0.81
1248, 0.56
1249, 0.18
1250, 0.42
1251, 0.19
1252, 0.49
1253, 0.26
1254, 0.31
1255, 0.16
1256, 0.62
1257, 0.15
1258, 0.34
1259, 0.28
1260, 0.25
1261, 0.30
1262, 0.43
1263, 0.17
1264, 0.14
1265, 0.07
1266, 0.44
1267, 0.32
1268, 0.21
1269, 0.13
1270, 0.43
1271, 0.48
1272, 0.22
1273, 0.29
1274, 0.13
1275, 0.28
1276, 0.24
1277, 0.09
1278, 0.74
1279, 0.17
1280, 0.53
1281, 0.10
1282, 0.25
1283, 0.45
1284, 0.21
1285, 0.35
1286, 0.22
1287, 0.44
1288, 0.25
1289, 0.40
1290, 0.41
1291, 0.34
1292, 0.19
1293, 0.51
1294, 0.61
1295, 0.34
1296, 0.24
1297, 0.21
1298, 0.23
1299, 0.29
1300, 0.22
1301, 0.34
1302, 0.56
1303, 0.30
1304, 0.28
1305, 0.39
1306, 0.08
1307, 0.58
1308, 0.15
1309, 0.21
1310, 0.38
1311, 0.42
1312, 0.59
1313, 0.40
1314, 0.18
1315, 0.16
1316, 0.09
1317, 0.28
1318, 0.26
1319, 0.25
1320, 0.30
1321, 0.40
1322, 0.73
1323, 0.10
1324, 0.84
1325, 0.55
1326, 0.15
1327, 0.53
1328, 0.37
1329, 0.12
1330, 0.34
1331, 0.18
1332, 0.24
1333, 0.08
1334, 0.28
1335, 0.13
1336, 0.21
1337, 0.32
1338, 0.22
1339, 0.31
1340, 0.52
1341, 0.80
1342, 0.91
1343, 0.79
1344, 0.67
1345, 0.29
1346, 0.17
1347, 0.59
1348, 0.32
1349, 0.31
1350, 0.06
1351, 0.40
1352, 0.09
1353, 0.34
1354, 0.32
1355, 0.41
1356, 0.24
1357, 0.31
1358, 0.35
1359, 0.17
1360, 0.53
1361, 0.53
1362, 0.40
1363, 0.28
1364, 0.34
1365, 0.61
1366, 0.75
1367, 0.50
1368, 0.13
1369, 0.54
1370, 0.34
1371, 0.41
1372, 0.53
1373, 0.27
1374, 0.18
1375, 0.43
1376, 0.39
1377, 0.07
1378, 0.34
1379, 0.87
1380, 0.22
1381, 0.89
1382, 0.36
1383, 0.58
1384, 0.26
1385, 0.34
1386, 0.45
1387, 0.39
1388, 0.44
1389, 0.44
1390, 0.63
1391, 0.56
1392, 0.36
1393, 0.64
1394, 0.17
1395, 0.12
1396, 0.70
1397, 0.63
1398, 0.19
1399, 0.67
1400, 0.29
1401, 0.23
1402, 0.35
1403, 0.26
1404, 0.85
1405, 0.11
1406, 0.39
1407, 0.53
1408, 0.36
1409, 0.32
1410, 0.39
1411, 0.25
1412, 0.19
1413, 0.13
1414, 0.06
1415, 0.31
1416, 0.19
1417, 0.43
1418, 0.37
1419, 0.36
1420, 0.16
1421, 0.20
1422, 0.47
1423, 0.31
1424, 0.76
1425, 0.29
1426, 0.51
1427, 0.11
1428, 0.15
1429, 0.32
1430, 0.26
1431, 0.14
1432, 0.34
1433, 0.34
1434, 0.35
1435, 0.54
1436, 0.45
1437, 0.59
1438, 0.19
1439, 0.13
1440, 0.32
1441, 0.37
1442, 0.32
1443, 0.13
1444, 0.31
1445, 0.34
1446, 0.27
1447, 0.29
1448, 0.45
1449, 0.29
1450, 0.19
1451, 0.32
1452, 0.23
1453, 0.30
1454, 0.20
1455, 0.07
1456, 0.10
1457, 0.73
1458, 0.69
1459, 0.42
1460, 0.26
1461, 0.36
1462, 0.36
1463, 0.19
1464, 0.76
1465, 0.65
1466, 0.16
1467, 0.15
1468, 0.78
1469, 0.38
1470, 0.27
1471, 0.27
1472, 0.80
1473, 0.44
1474, 0.20
1475, 0.67
1476, 0.33
1477, 0.32
1478, 0.30
1479, 0.46
1480, 0.38
1481, 0.60
1482, 0.45
1483, 0.20
1484, 0.61
1485, 0.17
1486, 0.27
1487, 0.24
1488, 0.50
1489, 0.24
1490, 0.16
1491, 0.59
1492, 0.52
1493, 0.23
1494, 0.73
1495, 0.66
1496, 0.76
1497, 0.13
1498, 0.22
1499, 0.52
1500, 0.68
1501, 0.37
1502, 0.38
1503, 0.84
1504, 0.28
1505, 0.23
1506, 0.14
1507, 0.57
1508, 0.25
1509, 0.28
1510, 0.44
1511, 0.15
1512, 0.12
1513, 0.28
1514, 0.35
1515, 0.17
1516, 0.36
1517, 0.32
1518, 0.45
1519, 0.29
1520, 0.17
1521, 0.49
1522, 0.27
1523, 0.16
1524, 0.25
1525, 0.51
1526, 0.38
1527, 0.30
1528, 0.30
1529, 0.74
1530, 0.68
1531, 0.33
1532, 0.27
1533, 0.16
1534, 0.25
1535, 0.36
1536, 0.14
1537, 0.66
1538, 0.57
1539, 0.59
1540, 0.47
1541, 0.28
1542, 0.21
1543, 0.31
1544, 0.26
1545, 0.61
1546, 0.27
1547, 0.31
1548, 0.22
1549, 0.74
1550, 0.35
1551, 0.56
1552, 0.24
1553, 0.23
1554, 0.37
1555, 0.71
1556, 0.16
1557, 0.50
1558, 0.81
1559, 0.27
1560, 0.28
1561, 0.16
1562, 0.68
1563, 0.29
1564, 0.45
1565, 0.75
1566, 0.16
1567, 0.27
1568, 0.64
1569, 0.14
1570, 0.21
1571, 0.12
1572, 0.30
1573, 0.45
1574, 0.47
1575, 0.19
1576, 0.41
1577, 0.26
1578, 0.23
1579, 0.34
1580, 0.32
1581, 0.26
1582, 0.25
1583, 0.86
1584, 0.47
1585, 0.78
1586, 0.30
1587, 0.43
1588, 0.84
1589, 0.48
1590, 0.58
1591, 0.20
1592, 0.25
1593, 0.31
1594, 0.68
1595, 0.48
1596, 0.23
1597, 0.74
1598, 0.30
1599, 0.15
1600, 0.59
1601, 0.86
1602, 0.27
1603, 0.29
1604, 0.33
1605, 0.23
1606, 0.56
1607, 0.14
1608, 0.24
1609, 0.10
1610, 0.32
1611, 0.39
1612, 0.18
1613, 0.28
1614, 0.11
1615, 0.28
1616, 0.34
1617, 0.46
1618, 0.11
1619, 0.79
1620, 0.54
1621, 0.92
1622, 0.31
1623, 0.37
1624, 0.57
1625, 0.23
1626, 0.38
1627, 0.20
1628, 0.09
1629, 0.26
1630, 0.51
1631, 0.37
1632, 0.71
1633, 0.66
1634, 0.31
1635, 0.55
1636, 0.20
1637, 0.35
1638, 0.34
1639, 0.25
1640, 0.51
1641, 0.08
1642, 0.44
1643, 0.30
1644, 0.62
1645, 0.35
1646, 0.90
1647, 0.75
1648, 0.36
1649, 0.41
1650, 0.32
1651, 0.53
1652, 0.31
1653, 0.16
1654, 0.62
1655, 0.17
1656, 0.40
1657, 0.29
1658, 0.51
1659, 0.11
1660, 0.29
1661, 0.42
1662, 0.32
1663, 0.20
1664, 0.68
1665, 0.40
1666, 0.25
1667, 0.10
1668, 0.42
1669, 0.48
1670, 0.59
1671, 0.36
1672, 0.38
1673, 0.33
1674, 0.51
1675, 0.60
1676, 0.55
1677, 0.38
1678, 0.20
1679, 0.30
1680, 0.55
1681, 0.48
1682, 0.67
1683, 0.49
1684, 0.30
1685, 0.34
1686, 0.74
1687, 0.18
1688, 0.20
1689, 0.35
1690, 0.10
1691, 0.27
1692, 0.78
1693, 0.58
1694, 0.69
1695, 0.34
1696, 0.35
1697, 0.34
1698, 0.56
1699, 0.37
1700, 0.50
1701, 0.43
1702, 0.44
1703, 0.20
1704, 0.59
1705, 0.79
1706, 0.56
1707, 0.12
1708, 0.21
1709, 0.36
1710, 0.54
1711, 0.28
1712, 0.29
1713, 0.76
1714, 0.50
1715, 0.56
1716, 0.57
1717, 0.43
1718, 0.18
1719, 0.24
1720, 0.39
1721, 0.46
1722, 0.23
1723, 0.24
1724, 0.52
1725, 0.27
1726, 0.89
1727, 0.17
1728, 0.55
1729, 0.27
1730, 0.17
1731, 0.08
1732, 0.32
1733, 0.42
1734, 0.13
1735, 0.51
1736, 0.15
1737, 0.33
1738, 0.39
1739, 0.33
1740, 0.23
1741, 0.36
1742, 0.29
1743, 0.52
1744, 0.38
1745, 0.12
1746, 0.49
1747, 0.65
1748, 0.66
1749, 0.40
1750, 0.21
1751, 0.38
1752, 0.18
1753, 0.33
1754, 0.15
1755, 0.15
1756, 0.50
1757, 0.59
1758, 0.15
1759, 0.30
1760, 0.36
1761, 0.45
1762, 0.29
1763, 0.36
1764, 0.36
1765, 0.41
1766, 0.18
1767, 0.63
1768, 0.36
1769, 0.61
1770, 0.34
1771, 0.33
1772, 0.19
1773, 0.38
1774, 0.66
1775, 0.57
1776, 0.57
1777, 0.40
1778, 0.30
1779, 0.43
1780, 0.21
1781, 0.68
1782, 0.48
1783, 0.15
1784, 0.46
1785, 0.26
1786, 0.16
1787, 0.25
1788, 0.42
1789, 0.09
1790, 0.21
1791, 0.39
1792, 0.60
1793, 0.45
1794, 0.17
1795, 0.32
1796, 0.33
1797, 0.56
1798, 0.35
1799, 0.32
1800, 0.14
1801, 0.77
1802, 0.47
1803, 0.09
1804, 0.24
1805, 0.59
1806, 0.29
1807, 0.41
1808, 0.17
1809, 0.47
1810, 0.50
1811, 0.39
1812, 0.38
1813, 0.45
1814, 0.79
1815, 0.34
1816, 0.19
1817, 0.66
1818, 0.45
1819, 0.32
1820, 0.23
1821, 0.42
1822, 0.51
1823, 0.31
1824, 0.11
1825, 0.44
1826, 0.14
1827, 0.42
1828, 0.65
1829, 0.68
1830, 0.29
1831, 0.15
1832, 0.27
1833, 0.53
1834, 0.32
1835, 0.35
1836, 0.55
1837, 0.12
1838, 0.74
1839, 0.67
1840, 0.33
1841, 0.34
1842, 0.47
1843, 0.40
1844, 0.85
1845, 0.63
1846, 0.25
1847, 0.40
1848, 0.25
1849, 0.40
1850, 0.14
1851, 0.18
1852, 0.51
1853, 0.09
1854, 0.23
1855, 0.50
1856, 0.31
1857, 0.47
1858, 0.26
1859, 0.51
1860, 0.20
1861, 0.31
1862, 0.19
1863, 0.42
1864, 0.26
1865, 0.19
1866, 0.34
1867, 0.16
1868, 0.45
1869, 0.73
1870, 0.17
1871, 0.34
1872, 0.34
