ID,Prob1
685, 0.23
686, 0.14
687, 0.10
688, 0.04
689, 0.45
690, 0.66
691, 0.19
692, 0.73
693, 0.53
694, 0.51
695, 0.48
696, 0.24
697, 0.15
698, 0.03
699, 0.18
700, 0.54
701, 0.37
702, 0.22
703, 0.38
704, 0.72
705, 0.31
706, 0.13
707, 0.08
708, 0.16
709, 0.11
710, 0.19
711, 0.96
712, 0.12
713, 0.11
714, 0.23
715, 0.40
716, 0.85
717, 0.34
718, 0.50
719, 0.08
720, 0.40
721, 0.82
722, 0.62
723, 0.50
724, 0.18
725, 0.66
726, 0.21
727, 0.74
728, 0.41
729, 0.21
730, 0.12
731, 0.21
732, 0.22
733, 0.13
734, 0.17
735, 0.30
736, 0.15
737, 0.12
738, 0.87
739, 0.45
740, 0.78
741, 0.90
742, 0.29
743, 0.17
744, 0.54
745, 0.54
746, 0.69
747, 0.47
748, 0.05
749, 0.14
750, 0.14
751, 0.44
752, 0.32
753, 0.04
754, 0.23
755, 0.61
756, 0.40
757, 0.14
758, 0.03
759, 0.29
760, 0.30
761, 0.27
762, 0.50
763, 0.24
764, 0.21
765, 0.30
766, 0.15
767, 0.06
768, 0.23
769, 0.78
770, 0.64
771, 0.05
772, 0.24
773, 0.09
774, 0.44
775, 0.11
776, 0.12
777, 0.01
778, 0.14
779, 0.03
780, 0.94
781, 0.05
782, 0.06
783, 0.15
784, 0.26
785, 0.16
786, 0.40
787, 0.59
788, 0.85
789, 0.21
790, 0.22
791, 0.48
792, 0.43
793, 0.69
794, 0.95
795, 0.39
796, 0.21
797, 0.97
798, 0.81
799, 0.23
800, 0.67
801, 0.24
802, 0.30
803, 0.13
804, 0.36
805, 0.87
806, 0.35
807, 0.21
808, 0.07
809, 0.46
810, 0.40
811, 0.93
812, 0.21
813, 0.27
814, 0.48
815, 0.03
816, 0.22
817, 0.50
818, 0.16
819, 0.23
820, 0.30
821, 0.45
822, 0.16
823, 0.34
824, 0.22
825, 0.26
826, 0.83
827, 0.11
828, 0.23
829, 0.65
830, 0.18
831, 0.06
832, 0.23
833, 0.33
834, 0.44
835, 0.89
836, 0.56
837, 0.21
838, 0.36
839, 0.03
840, 0.33
841, 0.27
842, 0.05
843, 0.49
844, 0.54
845, 0.41
846, 0.33
847, 0.53
848, 0.23
849, 0.80
850, 0.28
851, 0.46
852, 0.47
853, 0.46
854, 0.19
855, 0.34
856, 0.58
857, 0.47
858, 0.04
859, 0.20
860, 0.01
861, 0.01
862, 0.22
863, 0.23
864, 0.33
865, 0.43
866, 0.05
867, 0.44
868, 0.30
869, 0.17
870, 0.82
871, 0.28
872, 0.26
873, 0.43
874, 0.43
875, 0.43
876, 0.40
877, 0.22
878, 0.42
879, 0.18
880, 0.10
881, 0.21
882, 0.13
883, 0.65
884, 0.31
885, 0.10
886, 0.22
887, 0.63
888, 0.31
889, 0.91
890, 0.22
891, 0.29
892, 0.63
893, 0.31
894, 0.29
895, 0.18
896, 0.26
897, 0.17
898, 0.56
899, 0.10
900, 0.81
901, 0.89
902, 0.50
903, 0.21
904, 0.72
905, 0.89
906, 0.47
907, 0.86
908, 0.95
909, 0.57
910, 0.20
911, 0.12
912, 0.03
913, 0.40
914, 0.01
915, 0.36
916, 0.31
917, 0.27
918, 0.13
919, 0.11
920, 0.74
921, 0.56
922, 0.03
923, 0.57
924, 0.75
925, 0.06
926, 0.16
927, 0.23
928, 0.62
929, 0.36
930, 0.26
931, 0.06
932, 0.10
933, 0.57
934, 0.09
935, 0.15
936, 0.15
937, 0.74
938, 0.56
939, 0.81
940, 0.20
941, 0.12
942, 0.88
943, 0.08
944, 0.41
945, 0.08
946, 0.47
947, 0.06
948, 0.27
949, 0.16
950, 0.53
951, 0.68
952, 0.14
953, 0.96
954, 0.17
955, 0.32
956, 0.20
957, 0.03
958, 0.52
959, 0.37
960, 0.37
961, 0.50
962, 0.14
963, 0.31
964, 0.18
965, 0.09
966, 0.82
967, 0.41
968, 0.04
969, 0.23
970, 0.57
971, 0.71
972, 0.42
973, 0.28
974, 0.72
975, 0.65
976, 0.09
977, 0.13
978, 0.13
979, 0.06
980, 0.47
981, 0.53
982, 0.43
983, 0.21
984, 0.18
985, 0.02
986, 0.19
987, 0.32
988, 0.04
989, 0.45
990, 0.14
991, 0.45
992, 0.09
993, 0.38
994, 0.04
995, 0.44
996, 0.63
997, 0.52
998, 0.58
999, 0.06
1000, 0.04
1001, 0.87
1002, 0.49
1003, 0.41
1004, 0.70
1005, 0.21
1006, 0.26
1007, 0.82
1008, 0.08
1009, 0.71
1010, 0.05
1011, 0.78
1012, 0.16
1013, 0.89
1014, 0.70
1015, 0.28
1016, 0.71
1017, 0.92
1018, 0.38
1019, 0.12
1020, 0.37
1021, 0.51
1022, 0.55
1023, 0.98
1024, 0.16
1025, 0.45
1026, 0.34
1027, 0.89
1028, 0.47
1029, 0.72
1030, 0.41
1031, 0.54
1032, 0.23
1033, 0.30
1034, 0.26
1035, 0.59
1036, 0.22
1037, 0.16
1038, 0.49
1039, 0.21
1040, 0.37
1041, 0.55
1042, 0.44
1043, 0.44
1044, 0.73
1045, 0.23
1046, 0.33
1047, 0.04
1048, 0.75
1049, 0.58
1050, 0.01
1051, 0.42
1052, 0.15
1053, 0.15
1054, 0.21
1055, 0.14
1056, 0.23
1057, 0.15
1058, 0.29
1059, 0.26
1060, 0.29
1061, 0.02
1062, 0.13
1063, 0.54
1064, 0.06
1065, 0.39
1066, 0.22
1067, 0.50
1068, 0.09
1069, 0.12
1070, 0.97
1071, 0.13
1072, 0.22
1073, 0.39
1074, 0.27
1075, 0.16
1076, 0.27
1077, 0.18
1078, 0.05
1079, 0.50
1080, 0.25
1081, 0.53
1082, 0.34
1083, 0.45
1084, 0.26
1085, 0.23
1086, 0.04
1087, 0.36
1088, 0.56
1089, 0.56
1090, 0.11
1091, 0.01
1092, 0.34
1093, 0.22
1094, 0.04
1095, 0.32
1096, 0.29
1097, 0.22
1098, 0.20
1099, 0.16
1100, 0.58
1101, 0.25
1102, 0.28
1103, 0.82
1104, 0.44
1105, 0.33
1106, 0.64
1107, 0.13
1108, 0.48
1109, 0.51
1110, 0.62
1111, 0.18
1112, 0.76
1113, 0.20
1114, 0.08
1115, 0.35
1116, 0.20
1117, 0.20
1118, 0.04
1119, 0.29
1120, 0.69
1121, 0.41
1122, 0.21
1123, 0.14
1124, 0.58
1125, 0.15
1126, 0.52
1127, 0.28
1128, 0.20
1129, 0.26
1130, 0.46
1131, 0.34
1132, 0.36
1133, 0.44
1134, 0.55
1135, 0.57
1136, 0.77
1137, 0.17
1138, 0.19
1139, 0.63
1140, 0.55
1141, 0.14
1142, 0.36
1143, 0.22
1144, 0.80
1145, 0.16
1146, 0.03
1147, 0.01
1148, 0.10
1149, 0.53
1150, 0.15
1151, 0.09
1152, 0.24
1153, 0.24
1154, 0.07
1155, 0.23
1156, 0.14
1157, 0.23
1158, 0.39
1159, 0.30
1160, 0.34
1161, 0.04
1162, 0.03
1163, 0.58
1164, 0.20
1165, 0.84
1166, 0.41
1167, 0.11
1168, 0.17
1169, 0.32
1170, 0.18
1171, 0.59
1172, 0.31
1173, 0.68
1174, 0.40
1175, 0.38
1176, 0.86
1177, 0.66
1178, 0.34
1179, 0.33
1180, 0.21
1181, 0.12
1182, 0.12
1183, 0.39
1184, 0.57
1185, 0.70
1186, 0.38
1187, 0.11
1188, 0.34
1189, 0.29
1190, 0.22
1191, 0.39
1192, 0.27
1193, 0.43
1194, 0.44
1195, 0.17
1196, 0.16
1197, 0.12
1198, 0.61
1199, 0.28
1200, 0.41
1201, 0.36
1202, 0.76
1203, 0.56
1204, 0.09
1205, 0.24
1206, 0.47
1207, 0.62
1208, 0.11
1209, 0.96
1210, 0.51
1211, 0.14
1212, 0.50
1213, 0.21
1214, 0.65
1215, 0.59
1216, 0.21
1217, 0.12
1218, 0.30
1219, 0.29
1220, 0.23
1221, 0.27
1222, 0.41
1223, 0.18
1224, 0.05
1225, 0.17
1226, 0.16
1227, 0.24
1228, 0.30
1229, 0.41
1230, 0.27
1231, 0.55
1232, 0.13
1233, 0.59
1234, 0.18
1235, 0.07
1236, 0.12
1237, 0.22
1238, 0.08
1239, 0.55
1240, 0.25
1241, 0.29
1242, 0.92
1243, 0.15
1244, 0.16
1245, 0.46
1246, 0.36
1247, 0.89
1248, 0.53
1249, 0.22
1250, 0.50
1251, 0.21
1252, 0.39
1253, 0.22
1254, 0.37
1255, 0.26
1256, 0.59
1257, 0.08
1258, 0.22
1259, 0.14
1260, 0.18
1261, 0.19
1262, 0.29
1263, 0.06
1264, 0.04
1265, 0.00
1266, 0.39
1267, 0.23
1268, 0.13
1269, 0.08
1270, 0.25
1271, 0.29
1272, 0.19
1273, 0.39
1274, 0.04
1275, 0.27
1276, 0.22
1277, 0.01
1278, 0.77
1279, 0.11
1280, 0.50
1281, 0.06
1282, 0.17
1283, 0.57
1284, 0.17
1285, 0.39
1286, 0.26
1287, 0.38
1288, 0.15
1289, 0.17
1290, 0.39
1291, 0.15
1292, 0.13
1293, 0.26
1294, 0.70
1295, 0.41
1296, 0.18
1297, 0.14
1298, 0.18
1299, 0.11
1300, 0.09
1301, 0.25
1302, 0.47
1303, 0.13
1304, 0.13
1305, 0.22
1306, 0.07
1307, 0.59
1308, 0.09
1309, 0.20
1310, 0.62
1311, 0.29
1312, 0.59
1313, 0.42
1314, 0.18
1315, 0.07
1316, 0.08
1317, 0.27
1318, 0.34
1319, 0.18
1320, 0.34
1321, 0.49
1322, 0.66
1323, 0.07
1324, 0.85
1325, 0.63
1326, 0.13
1327, 0.70
1328, 0.30
1329, 0.12
1330, 0.27
1331, 0.14
1332, 0.26
1333, 0.04
1334, 0.13
1335, 0.10
1336, 0.14
1337, 0.16
1338, 0.21
1339, 0.40
1340, 0.63
1341, 0.80
1342, 0.91
1343, 0.85
1344, 0.67
1345, 0.24
1346, 0.08
1347, 0.77
1348, 0.28
1349, 0.27
1350, 0.04
1351, 0.36
1352, 0.03
1353, 0.25
1354, 0.33
1355, 0.28
1356, 0.10
1357, 0.25
1358, 0.27
1359, 0.07
1360, 0.56
1361, 0.52
1362, 0.28
1363, 0.20
1364, 0.14
1365, 0.60
1366, 0.77
1367, 0.40
1368, 0.17
1369, 0.46
1370, 0.27
1371, 0.60
1372, 0.56
1373, 0.25
1374, 0.18
1375, 0.29
1376, 0.44
1377, 0.02
1378, 0.20
1379, 0.96
1380, 0.15
1381, 0.95
1382, 0.25
1383, 0.73
1384, 0.13
1385, 0.21
1386, 0.50
1387, 0.28
1388, 0.35
1389, 0.40
1390, 0.40
1391, 0.56
1392, 0.25
1393, 0.51
1394, 0.21
1395, 0.06
1396, 0.65
1397, 0.51
1398, 0.08
1399, 0.80
1400, 0.27
1401, 0.21
1402, 0.24
1403, 0.31
1404, 0.94
1405, 0.06
1406, 0.21
1407, 0.50
1408, 0.37
1409, 0.04
1410, 0.20
1411, 0.26
1412, 0.16
1413, 0.06
1414, 0.03
1415, 0.28
1416, 0.17
1417, 0.44
1418, 0.29
1419, 0.29
1420, 0.12
1421, 0.28
1422, 0.34
1423, 0.19
1424, 0.70
1425, 0.22
1426, 0.51
1427, 0.12
1428, 0.13
1429, 0.16
1430, 0.27
1431, 0.03
1432, 0.32
1433, 0.18
1434, 0.31
1435, 0.40
1436, 0.45
1437, 0.47
1438, 0.13
1439, 0.11
1440, 0.38
1441, 0.32
1442, 0.29
1443, 0.17
1444, 0.19
1445, 0.16
1446, 0.31
1447, 0.15
1448, 0.47
1449, 0.24
1450, 0.05
1451, 0.22
1452, 0.15
1453, 0.27
1454, 0.19
1455, 0.04
1456, 0.01
1457, 0.75
1458, 0.65
1459, 0.45
1460, 0.28
1461, 0.60
1462, 0.34
1463, 0.10
1464, 0.78
1465, 0.73
1466, 0.04
1467, 0.11
1468, 0.92
1469, 0.16
1470, 0.25
1471, 0.28
1472, 0.79
1473, 0.36
1474, 0.10
1475, 0.75
1476, 0.20
1477, 0.23
1478, 0.22
1479, 0.49
1480, 0.40
1481, 0.39
1482, 0.29
1483, 0.16
1484, 0.63
1485, 0.08
1486, 0.12
1487, 0.13
1488, 0.51
1489, 0.09
1490, 0.06
1491, 0.70
1492, 0.64
1493, 0.18
1494, 0.69
1495, 0.77
1496, 0.79
1497, 0.11
1498, 0.15
1499, 0.38
1500, 0.82
1501, 0.26
1502, 0.41
1503, 0.97
1504, 0.29
1505, 0.26
1506, 0.04
1507, 0.54
1508, 0.11
1509, 0.36
1510, 0.35
1511, 0.07
1512, 0.09
1513, 0.28
1514, 0.28
1515, 0.05
1516, 0.34
1517, 0.32
1518, 0.47
1519, 0.18
1520, 0.13
1521, 0.32
1522, 0.06
1523, 0.06
1524, 0.28
1525, 0.49
1526, 0.35
1527, 0.28
1528, 0.24
1529, 0.74
1530, 0.59
1531, 0.40
1532, 0.30
1533, 0.04
1534, 0.16
1535, 0.21
1536, 0.03
1537, 0.79
1538, 0.69
1539, 0.47
1540, 0.71
1541, 0.37
1542, 0.16
1543, 0.25
1544, 0.14
1545, 0.55
1546, 0.18
1547, 0.29
1548, 0.20
1549, 0.79
1550, 0.40
1551, 0.68
1552, 0.13
1553, 0.22
1554, 0.27
1555, 0.78
1556, 0.02
1557, 0.38
1558, 0.86
1559, 0.36
1560, 0.14
1561, 0.18
1562, 0.74
1563, 0.22
1564, 0.31
1565, 0.87
1566, 0.05
1567, 0.33
1568, 0.55
1569, 0.12
1570, 0.12
1571, 0.02
1572, 0.28
1573, 0.37
1574, 0.22
1575, 0.12
1576, 0.44
1577, 0.21
1578, 0.06
1579, 0.40
1580, 0.43
1581, 0.12
1582, 0.20
1583, 0.95
1584, 0.43
1585, 0.89
1586, 0.25
1587, 0.37
1588, 0.96
1589, 0.52
1590, 0.52
1591, 0.07
1592, 0.20
1593, 0.19
1594, 0.61
1595, 0.50
1596, 0.23
1597, 0.89
1598, 0.20
1599, 0.12
1600, 0.83
1601, 0.91
1602, 0.29
1603, 0.27
1604, 0.18
1605, 0.21
1606, 0.53
1607, 0.10
1608, 0.08
1609, 0.06
1610, 0.30
1611, 0.31
1612, 0.22
1613, 0.12
1614, 0.10
1615, 0.21
1616, 0.35
1617, 0.51
1618, 0.10
1619, 0.86
1620, 0.45
1621, 0.95
1622, 0.43
1623, 0.09
1624, 0.40
1625, 0.19
1626, 0.25
1627, 0.12
1628, 0.06
1629, 0.27
1630, 0.52
1631, 0.43
1632, 0.78
1633, 0.81
1634, 0.13
1635, 0.63
1636, 0.12
1637, 0.31
1638, 0.22
1639, 0.14
1640, 0.34
1641, 0.09
1642, 0.36
1643, 0.31
1644, 0.61
1645, 0.20
1646, 0.90
1647, 0.74
1648, 0.39
1649, 0.46
1650, 0.24
1651, 0.49
1652, 0.35
1653, 0.09
1654, 0.72
1655, 0.14
1656, 0.37
1657, 0.09
1658, 0.34
1659, 0.06
1660, 0.30
1661, 0.41
1662, 0.20
1663, 0.07
1664, 0.62
1665, 0.26
1666, 0.20
1667, 0.03
1668, 0.46
1669, 0.42
1670, 0.89
1671, 0.28
1672, 0.36
1673, 0.24
1674, 0.49
1675, 0.56
1676, 0.75
1677, 0.13
1678, 0.18
1679, 0.19
1680, 0.56
1681, 0.36
1682, 0.65
1683, 0.37
1684, 0.23
1685, 0.25
1686, 0.85
1687, 0.02
1688, 0.17
1689, 0.24
1690, 0.06
1691, 0.16
1692, 0.91
1693, 0.70
1694, 0.77
1695, 0.22
1696, 0.28
1697, 0.22
1698, 0.61
1699, 0.26
1700, 0.47
1701, 0.29
1702, 0.34
1703, 0.12
1704, 0.87
1705, 0.79
1706, 0.67
1707, 0.08
1708, 0.24
1709, 0.09
1710, 0.47
1711, 0.11
1712, 0.25
1713, 0.61
1714, 0.58
1715, 0.50
1716, 0.63
1717, 0.55
1718, 0.15
1719, 0.16
1720, 0.49
1721, 0.53
1722, 0.13
1723, 0.18
1724, 0.47
1725, 0.26
1726, 0.95
1727, 0.23
1728, 0.73
1729, 0.27
1730, 0.16
1731, 0.02
1732, 0.22
1733, 0.38
1734, 0.04
1735, 0.51
1736, 0.14
1737, 0.23
1738, 0.22
1739, 0.24
1740, 0.09
1741, 0.32
1742, 0.29
1743, 0.53
1744, 0.12
1745, 0.05
1746, 0.53
1747, 0.58
1748, 0.77
1749, 0.35
1750, 0.09
1751, 0.35
1752, 0.14
1753, 0.35
1754, 0.05
1755, 0.07
1756, 0.52
1757, 0.42
1758, 0.11
1759, 0.27
1760, 0.31
1761, 0.32
1762, 0.28
1763, 0.36
1764, 0.32
1765, 0.39
1766, 0.27
1767, 0.64
1768, 0.30
1769, 0.70
1770, 0.35
1771, 0.20
1772, 0.09
1773, 0.27
1774, 0.67
1775, 0.57
1776, 0.73
1777, 0.25
1778, 0.23
1779, 0.60
1780, 0.18
1781, 0.62
1782, 0.37
1783, 0.03
1784, 0.27
1785, 0.11
1786, 0.15
1787, 0.16
1788, 0.71
1789, 0.10
1790, 0.11
1791, 0.47
1792, 0.52
1793, 0.41
1794, 0.11
1795, 0.31
1796, 0.32
1797, 0.37
1798, 0.28
1799, 0.34
1800, 0.02
1801, 0.83
1802, 0.45
1803, 0.05
1804, 0.29
1805, 0.54
1806, 0.34
1807, 0.40
1808, 0.18
1809, 0.32
1810, 0.35
1811, 0.30
1812, 0.28
1813, 0.31
1814, 0.88
1815, 0.32
1816, 0.09
1817, 0.82
1818, 0.45
1819, 0.31
1820, 0.19
1821, 0.19
1822, 0.54
1823, 0.34
1824, 0.06
1825, 0.44
1826, 0.06
1827, 0.39
1828, 0.81
1829, 0.82
1830, 0.27
1831, 0.07
1832, 0.15
1833, 0.51
1834, 0.20
1835, 0.25
1836, 0.59
1837, 0.10
1838, 0.82
1839, 0.81
1840, 0.49
1841, 0.16
1842, 0.54
1843, 0.24
1844, 0.82
1845, 0.61
1846, 0.24
1847, 0.29
1848, 0.35
1849, 0.38
1850, 0.02
1851, 0.18
1852, 0.79
1853, 0.03
1854, 0.31
1855, 0.76
1856, 0.30
1857, 0.42
1858, 0.18
1859, 0.77
1860, 0.21
1861, 0.25
1862, 0.10
1863, 0.15
1864, 0.16
1865, 0.03
1866, 0.34
1867, 0.14
1868, 0.39
1869, 0.86
1870, 0.14
1871, 0.24
1872, 0.25
